# eKEs,vp_T,vpp_T,vp_L,vpp_L,v2,v1-3,v3,v1-3+vL,2v1-3,electronic,elastic
1.000000000000000021e-02,0.000000000000000000e+00,2.672200000000000131e-01,1.650666666666666393e-01,6.990666666666666140e-01,1.700000000000000122e-02,9.053333333333334065e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.126666666666666462e-03,2.706866666666666865e-01
2.000000000000000042e-02,0.000000000000000000e+00,2.668400000000000216e-01,1.647999999999999743e-01,6.977999999999999758e-01,1.700000000000000122e-02,9.040000000000000813e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.119999999999999489e-03,2.704400000000000137e-01
2.999999999999999889e-02,0.000000000000000000e+00,2.664600000000000302e-01,1.645333333333333092e-01,6.965333333333332266e-01,1.700000000000000122e-02,9.026666666666667560e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.113333333333333383e-03,2.701933333333333409e-01
4.000000000000000083e-02,0.000000000000000000e+00,2.660800000000000387e-01,1.642666666666666442e-01,6.952666666666665884e-01,1.700000000000000122e-02,9.013333333333334307e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.106666666666666410e-03,2.699466666666666681e-01
5.000000000000000278e-02,0.000000000000000000e+00,2.657000000000000473e-01,1.639999999999999791e-01,6.939999999999999503e-01,1.700000000000000122e-02,8.999999999999999667e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.099999999999999437e-03,2.696999999999999953e-01
6.000000000000000472e-02,0.000000000000000000e+00,2.653200000000000003e-01,1.637333333333333141e-01,6.927333333333333121e-01,1.700000000000000122e-02,8.986666666666667802e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.093333333333333331e-03,2.694533333333333225e-01
6.999999999999999278e-02,0.000000000000000000e+00,2.649400000000000088e-01,1.634666666666666490e-01,6.914666666666666739e-01,1.700000000000000122e-02,8.973333333333333162e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.086666666666666357e-03,2.692066666666666497e-01
8.000000000000000167e-02,0.000000000000000000e+00,2.645600000000000174e-01,1.631999999999999840e-01,6.901999999999999247e-01,1.700000000000000122e-02,8.960000000000001297e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.079999999999999818e-03,2.689599999999999769e-01
8.999999999999999667e-02,0.000000000000000000e+00,2.641800000000000259e-01,1.629333333333333189e-01,6.889333333333332865e-01,1.700000000000000122e-02,8.946666666666666656e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.073333333333333278e-03,2.687133333333333596e-01
9.999999999999999167e-02,0.000000000000000000e+00,2.638000000000000345e-01,1.626666666666666539e-01,6.876666666666666483e-01,1.700000000000000122e-02,8.933333333333333404e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.066666666666666305e-03,2.684666666666666868e-01
1.100000000000000006e-01,0.000000000000000000e+00,2.634200000000000430e-01,1.623999999999999888e-01,6.863999999999998991e-01,1.700000000000000122e-02,8.920000000000000151e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.059999999999999765e-03,2.682200000000000140e-01
1.199999999999999956e-01,0.000000000000000000e+00,2.630400000000000515e-01,1.621333333333333238e-01,6.851333333333332609e-01,1.700000000000000122e-02,8.906666666666666898e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.053333333333333226e-03,2.679733333333333412e-01
1.300000000000000044e-01,0.000000000000000000e+00,2.626600000000000046e-01,1.618666666666666587e-01,6.838666666666666227e-01,1.700000000000000122e-02,8.893333333333333646e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.046666666666666252e-03,2.677266666666666683e-01
1.400000000000000133e-01,0.000000000000000000e+00,2.622800000000000131e-01,1.615999999999999936e-01,6.825999999999999845e-01,1.700000000000000122e-02,8.880000000000000393e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.040000000000000147e-03,2.674799999999999955e-01
1.500000000000000222e-01,0.000000000000000000e+00,2.619000000000000217e-01,1.613333333333333008e-01,6.813333333333332353e-01,1.700000000000000122e-02,8.866666666666667140e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.033333333333333173e-03,2.672333333333333227e-01
1.600000000000000033e-01,0.000000000000000000e+00,2.615200000000000302e-01,1.610666666666666358e-01,6.800666666666665972e-01,1.700000000000000122e-02,8.853333333333333888e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.026666666666666200e-03,2.669866666666667054e-01
1.700000000000000122e-01,0.000000000000000000e+00,2.611400000000000388e-01,1.607999999999999985e-01,6.787999999999999590e-01,1.700000000000000122e-02,8.840000000000000635e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.020000000000000094e-03,2.667400000000000326e-01
1.800000000000000211e-01,0.000000000000000000e+00,2.607600000000000473e-01,1.605333333333333057e-01,6.775333333333333208e-01,1.700000000000000122e-02,8.826666666666667382e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.013333333333333121e-03,2.664933333333333598e-01
1.900000000000000022e-01,0.000000000000000000e+00,2.603800000000000558e-01,1.602666666666666406e-01,6.762666666666665716e-01,1.700000000000000122e-02,8.813333333333334130e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.006666666666666581e-03,2.662466666666666870e-01
2.000000000000000111e-01,0.000000000000000000e+00,2.600000000000000089e-01,1.599999999999999756e-01,6.749999999999999334e-01,1.700000000000000122e-02,8.800000000000000877e-02,4.336808689942017736e-19,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,2.660000000000000142e-01
2.100000000000000200e-01,0.000000000000000000e+00,2.596200000000000174e-01,1.597333333333333105e-01,6.737333333333332952e-01,1.700000000000000122e-02,8.786666666666667624e-02,1.333333333333394655e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.993333333333333068e-03,2.657533333333333414e-01
2.200000000000000011e-01,0.000000000000000000e+00,2.592400000000000260e-01,1.594666666666666455e-01,6.724666666666666570e-01,1.700000000000000122e-02,8.773333333333334372e-02,2.666666666666702573e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.986666666666666529e-03,2.655066666666666686e-01
2.300000000000000100e-01,0.000000000000000000e+00,2.588600000000000345e-01,1.591999999999999804e-01,6.712000000000000188e-01,1.700000000000000122e-02,8.760000000000001119e-02,4.000000000000053860e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.979999999999999989e-03,2.652599999999999958e-01
2.400000000000000189e-01,0.000000000000000000e+00,2.584800000000000431e-01,1.589333333333333154e-01,6.699333333333332696e-01,1.700000000000000122e-02,8.746666666666666479e-02,5.333333333333383462e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.973333333333333016e-03,2.650133333333333230e-01
2.500000000000000000e-01,0.000000000000000000e+00,2.581000000000000516e-01,1.586666666666666503e-01,6.686666666666666314e-01,1.700000000000000122e-02,8.733333333333334614e-02,6.666666666666713065e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.966666666666666476e-03,2.647666666666667057e-01
2.600000000000000089e-01,0.000000000000000000e+00,2.577200000000000601e-01,1.583999999999999853e-01,6.673999999999999932e-01,1.700000000000000122e-02,8.719999999999999973e-02,8.000000000000042667e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.959999999999999937e-03,2.645199999999999774e-01
2.700000000000000178e-01,0.000000000000000000e+00,2.573400000000000132e-01,1.581333333333333202e-01,6.661333333333332440e-01,1.700000000000000122e-02,8.706666666666666721e-02,9.333333333333393954e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.953333333333332963e-03,2.642733333333333601e-01
2.800000000000000266e-01,0.000000000000000000e+00,2.569600000000000217e-01,1.578666666666666551e-01,6.648666666666666059e-01,1.700000000000000122e-02,8.693333333333333468e-02,1.066666666666672356e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.946666666666666424e-03,2.640266666666666873e-01
2.900000000000000355e-01,0.000000000000000000e+00,2.565800000000000303e-01,1.575999999999999901e-01,6.635999999999999677e-01,1.700000000000000122e-02,8.680000000000000215e-02,1.200000000000005316e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.939999999999999884e-03,2.637800000000000145e-01
2.999999999999999889e-01,0.000000000000000000e+00,2.562000000000000388e-01,1.573333333333333250e-01,6.623333333333332185e-01,1.700000000000000122e-02,8.666666666666666963e-02,1.333333333333338276e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.933333333333333128e-03,2.635333333333333417e-01
3.099999999999999978e-01,0.000000000000000000e+00,2.558200000000000474e-01,1.570666666666666322e-01,6.610666666666665803e-01,1.700000000000000122e-02,8.653333333333333710e-02,1.466666666666671236e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.926666666666666371e-03,2.632866666666666688e-01
3.200000000000000067e-01,0.000000000000000000e+00,2.554400000000000004e-01,1.567999999999999949e-01,6.597999999999999421e-01,1.700000000000000122e-02,8.640000000000000457e-02,1.600000000000006365e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.919999999999999832e-03,2.630399999999999960e-01
3.300000000000000155e-01,0.000000000000000000e+00,2.550600000000000089e-01,1.565333333333333021e-01,6.585333333333333039e-01,1.700000000000000122e-02,8.626666666666667205e-02,1.733333333333339325e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.913333333333333075e-03,2.627933333333333232e-01
3.400000000000000244e-01,0.000000000000000000e+00,2.546800000000000175e-01,1.562666666666666371e-01,6.572666666666666657e-01,1.700000000000000122e-02,8.613333333333333952e-02,1.866666666666672286e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.906666666666666319e-03,2.625466666666666504e-01
3.500000000000000333e-01,0.000000000000000000e+00,2.543000000000000260e-01,1.559999999999999720e-01,6.559999999999999165e-01,1.700000000000000122e-02,8.600000000000000699e-02,2.000000000000005246e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.899999999999999779e-03,2.622999999999999776e-01
3.600000000000000422e-01,0.000000000000000000e+00,2.539200000000000346e-01,1.557333333333333070e-01,6.547333333333332783e-01,1.700000000000000122e-02,8.586666666666667447e-02,2.133333333333338206e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.893333333333333240e-03,2.620533333333333603e-01
3.699999999999999956e-01,0.000000000000000000e+00,2.535400000000000431e-01,1.554666666666666419e-01,6.534666666666666401e-01,1.700000000000000122e-02,8.573333333333334194e-02,2.266666666666668998e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.886666666666666700e-03,2.618066666666666875e-01
3.800000000000000044e-01,0.000000000000000000e+00,2.531600000000000517e-01,1.551999999999999769e-01,6.521999999999998909e-01,1.700000000000000122e-02,8.560000000000000941e-02,2.400000000000006295e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.879999999999999727e-03,2.615600000000000147e-01
3.900000000000000133e-01,0.000000000000000000e+00,2.527800000000000047e-01,1.549333333333333118e-01,6.509333333333333638e-01,1.700000000000000122e-02,8.546666666666667689e-02,2.533333333333337087e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.873333333333333187e-03,2.613133333333333419e-01
4.000000000000000222e-01,0.000000000000000000e+00,2.524000000000000132e-01,1.546666666666666468e-01,6.496666666666666146e-01,1.700000000000000122e-02,8.533333333333334436e-02,2.666666666666672215e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.866666666666666431e-03,2.610666666666666691e-01
4.100000000000000311e-01,0.000000000000000000e+00,2.520200000000000218e-01,1.543999999999999817e-01,6.483999999999999764e-01,1.700000000000000122e-02,8.519999999999999796e-02,2.800000000000003007e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.859999999999999891e-03,2.608199999999999963e-01
4.200000000000000400e-01,0.000000000000000000e+00,2.516400000000000303e-01,1.541333333333333167e-01,6.471333333333333382e-01,1.700000000000000122e-02,8.506666666666666543e-02,2.933333333333340304e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.853333333333333135e-03,2.605733333333333235e-01
4.299999999999999933e-01,0.000000000000000000e+00,2.512600000000000389e-01,1.538666666666666516e-01,6.458666666666665890e-01,1.700000000000000122e-02,8.493333333333333290e-02,3.066666666666671096e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.846666666666666595e-03,2.603266666666667062e-01
4.400000000000000022e-01,0.000000000000000000e+00,2.508800000000000474e-01,1.535999999999999865e-01,6.445999999999999508e-01,1.700000000000000122e-02,8.480000000000001426e-02,3.200000000000004056e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.839999999999999839e-03,2.600800000000000334e-01
4.500000000000000111e-01,0.000000000000000000e+00,2.505000000000000560e-01,1.533333333333333215e-01,6.433333333333333126e-01,1.700000000000000122e-02,8.466666666666666785e-02,3.333333333333337017e-04,8.673617379884035472e-19,0.000000000000000000e+00,1.833333333333333082e-03,2.598333333333333606e-01
4.600000000000000200e-01,0.000000000000000000e+00,2.501200000000000090e-01,1.530666666666666564e-01,6.420666666666665634e-01,1.700000000000000122e-02,8.453333333333333532e-02,3.466666666666669977e-04,4.000000000000097228e-05,0.000000000000000000e+00,1.826666666666666543e-03,2.595866666666666878e-01
4.700000000000000289e-01,0.000000000000000000e+00,2.497400000000000175e-01,1.527999999999999914e-01,6.407999999999999252e-01,1.700000000000000122e-02,8.440000000000000280e-02,3.600000000000002937e-04,8.000000000000107719e-05,0.000000000000000000e+00,1.820000000000000003e-03,2.593400000000000150e-01
4.800000000000000377e-01,0.000000000000000000e+00,2.493600000000000261e-01,1.525333333333333263e-01,6.395333333333332870e-01,1.700000000000000122e-02,8.426666666666667027e-02,3.733333333333338066e-04,1.200000000000011821e-04,0.000000000000000000e+00,1.813333333333333030e-03,2.590933333333333421e-01
4.899999999999999911e-01,0.000000000000000000e+00,2.489800000000000346e-01,1.522666666666666613e-01,6.382666666666666488e-01,1.700000000000000122e-02,8.413333333333333774e-02,3.866666666666671026e-04,1.600000000000012870e-04,0.000000000000000000e+00,1.806666666666666490e-03,2.588466666666666693e-01
5.000000000000000000e-01,0.000000000000000000e+00,2.486000000000000432e-01,1.519999999999999685e-01,6.370000000000000107e-01,1.700000000000000122e-02,8.400000000000000522e-02,4.000000000000003986e-04,2.000000000000013919e-04,0.000000000000000000e+00,1.799999999999999951e-03,2.585999999999999965e-01
5.100000000000000089e-01,0.000000000000000000e+00,2.482200000000000240e-01,1.517333333333333312e-01,6.357333333333332615e-01,1.700000000000000122e-02,8.386666666666667269e-02,4.133333333333336947e-04,2.400000000000014969e-04,0.000000000000000000e+00,1.793333333333333194e-03,2.583533333333333237e-01
5.200000000000000178e-01,0.000000000000000000e+00,2.478400000000000325e-01,1.514666666666666384e-01,6.344666666666666233e-01,1.700000000000000122e-02,8.373333333333334016e-02,4.266666666666672075e-04,2.800000000000016018e-04,0.000000000000000000e+00,1.786666666666666438e-03,2.581066666666666509e-01
5.300000000000000266e-01,0.000000000000000000e+00,2.474600000000000133e-01,1.511999999999999733e-01,6.331999999999999851e-01,1.700000000000000122e-02,8.360000000000000764e-02,4.400000000000005036e-04,3.200000000000017067e-04,0.000000000000000000e+00,1.779999999999999898e-03,2.578599999999999781e-01
5.400000000000000355e-01,0.000000000000000000e+00,2.470800000000000218e-01,1.509333333333333083e-01,6.319333333333332359e-01,1.700000000000000122e-02,8.346666666666667511e-02,4.533333333333337996e-04,3.600000000000009442e-04,0.000000000000000000e+00,1.773333333333333142e-03,2.576133333333333608e-01
5.500000000000000444e-01,0.000000000000000000e+00,2.467000000000000304e-01,1.506666666666666432e-01,6.306666666666665977e-01,1.700000000000000122e-02,8.333333333333334259e-02,4.666666666666670956e-04,4.000000000000010492e-04,0.000000000000000000e+00,1.766666666666666385e-03,2.573666666666666880e-01
5.600000000000000533e-01,0.000000000000000000e+00,2.463200000000000389e-01,1.503999999999999782e-01,6.293999999999999595e-01,1.700000000000000122e-02,8.320000000000001006e-02,4.800000000000003916e-04,4.400000000000011541e-04,0.000000000000000000e+00,1.759999999999999846e-03,2.571200000000000152e-01
5.700000000000000622e-01,0.000000000000000000e+00,2.459400000000000197e-01,1.501333333333333131e-01,6.281333333333333213e-01,1.700000000000000122e-02,8.306666666666667753e-02,4.933333333333339045e-04,4.800000000000012590e-04,0.000000000000000000e+00,1.753333333333333089e-03,2.568733333333333424e-01
5.800000000000000711e-01,0.000000000000000000e+00,2.455600000000000283e-01,1.498666666666666480e-01,6.268666666666666831e-01,1.700000000000000122e-02,8.293333333333333113e-02,5.066666666666672005e-04,5.200000000000013639e-04,0.000000000000000000e+00,1.746666666666666333e-03,2.566266666666666696e-01
5.899999999999999689e-01,0.000000000000000000e+00,2.451800000000000090e-01,1.495999999999999830e-01,6.255999999999999339e-01,1.700000000000000122e-02,8.279999999999999860e-02,5.200000000000004965e-04,5.600000000000014688e-04,0.000000000000000000e+00,1.739999999999999793e-03,2.563799999999999968e-01
5.999999999999999778e-01,0.000000000000000000e+00,2.448000000000000176e-01,1.493333333333333179e-01,6.243333333333332957e-01,1.700000000000000122e-02,8.266666666666666607e-02,5.333333333333335757e-04,6.000000000000007064e-04,0.000000000000000000e+00,1.733333333333333254e-03,2.561333333333333240e-01
6.099999999999999867e-01,0.000000000000000000e+00,2.444200000000000261e-01,1.490666666666666529e-01,6.230666666666666575e-01,1.700000000000000122e-02,8.253333333333333355e-02,5.466666666666670886e-04,6.400000000000016787e-04,0.000000000000000000e+00,1.726666666666666497e-03,2.558866666666666512e-01
6.199999999999999956e-01,0.000000000000000000e+00,2.440400000000000347e-01,1.487999999999999878e-01,6.217999999999999083e-01,1.700000000000000122e-02,8.240000000000000102e-02,5.600000000000001678e-04,6.800000000000009162e-04,0.000000000000000000e+00,1.719999999999999958e-03,2.556400000000000339e-01
6.300000000000000044e-01,0.000000000000000000e+00,2.436600000000000155e-01,1.485333333333333228e-01,6.205333333333332702e-01,1.700000000000000122e-02,8.226666666666666849e-02,5.733333333333338975e-04,7.200000000000018885e-04,0.000000000000000000e+00,1.713333333333333201e-03,2.553933333333333611e-01
6.400000000000000133e-01,0.000000000000000000e+00,2.432800000000000240e-01,1.482666666666666577e-01,6.192666666666666320e-01,1.700000000000000122e-02,8.213333333333333597e-02,5.866666666666669767e-04,7.600000000000011260e-04,0.000000000000000000e+00,1.706666666666666662e-03,2.551466666666666883e-01
6.500000000000000222e-01,0.000000000000000000e+00,2.429000000000000048e-01,1.479999999999999927e-01,6.179999999999998828e-01,1.700000000000000122e-02,8.200000000000000344e-02,6.000000000000004895e-04,8.000000000000012310e-04,0.000000000000000000e+00,1.699999999999999688e-03,2.549000000000000155e-01
